VPID	SESSID	DATE	RESP	CRESP	ACC	RESPT
00019	1	10.12.2019	5	5	1	2994
00019	1	10.12.2019	3	3	1	4631
00019	1	10.12.2019	2	2	1	2816
00019	1	10.12.2019	4	4	1	3071
00019	1	10.12.2019	5	5	1	10383
00019	1	10.12.2019	2	2	1	2240
00019	1	10.12.2019	2	2	1	2296
00019	1	10.12.2019	3	3	1	1920
00019	1	10.12.2019	4	4	1	9680
00019	1	10.12.2019	1	1	1	2295
00019	1	10.12.2019	5	5	1	3665
00019	1	10.12.2019	2	4	0	3280
00019	1	10.12.2019	3	1	0	5510
00019	1	10.12.2019	1	1	1	2736
00019	1	10.12.2019	3	3	1	2145
00019	1	10.12.2019	3	3	1	1639
00019	1	10.12.2019	5	5	1	3464
00019	1	10.12.2019	3	1	0	6799
00019	1	10.12.2019	4	4	1	5199
00019	1	10.12.2019	4	5	0	5632
00019	1	10.12.2019	3	4	0	5352
00019	1	10.12.2019	1	3	0	7262
00019	1	10.12.2019	1	2	0	9152
00019	1	10.12.2019	3	1	0	5063
00019	1	10.12.2019	3	3	1	6376
00019	1	10.12.2019	4	4	1	4312
00019	1	10.12.2019	1	3	0	8104
00019	1	10.12.2019	2	2	1	1815
00019	1	10.12.2019	1	3	0	6160
00019	1	10.12.2019	2	5	0	4856
00019	1	10.12.2019	2	1	0	2743
00019	1	10.12.2019	5	2	0	4327
00019	1	10.12.2019	4	3	0	5849
00019	1	10.12.2019	5	4	0	5247
00019	1	10.12.2019	1	2	0	7082
