VPID	SESSID	DATE	RESP	CRESP	ACC	RESPT
00087	1	14.1.2020	5	5	1	2645
00087	1	14.1.2020	3	3	1	4048
00087	1	14.1.2020	2	2	1	2343
00087	1	14.1.2020	4	4	1	2744
00087	1	14.1.2020	3	5	0	16617
00087	1	14.1.2020	1	2	0	5784
00087	1	14.1.2020	2	2	1	5127
00087	1	14.1.2020	3	3	1	2950
00087	1	14.1.2020	4	4	1	10425
00087	1	14.1.2020	4	1	0	11816
00087	1	14.1.2020	5	5	1	4072
00087	1	14.1.2020	4	4	1	7062
00087	1	14.1.2020	1	1	1	9615
00087	1	14.1.2020	1	1	1	8720
00087	1	14.1.2020	3	3	1	2208
00087	1	14.1.2020	3	3	1	4105
00087	1	14.1.2020	5	5	1	3215
00087	1	14.1.2020	5	1	0	12449
00087	1	14.1.2020	3	4	0	4750
00087	1	14.1.2020	5	5	1	8103
00087	1	14.1.2020	5	4	0	11150
00087	1	14.1.2020	3	3	1	4153
00087	1	14.1.2020	5	2	0	5104
00087	1	14.1.2020	3	1	0	4280
00087	1	14.1.2020	3	3	1	8079
00087	1	14.1.2020	4	4	1	2903
00087	1	14.1.2020	4	3	0	9472
00087	1	14.1.2020	3	2	0	10383
00087	1	14.1.2020	1	3	0	10375
00087	1	14.1.2020	3	5	0	6095
00087	1	14.1.2020	4	1	0	6337
00087	1	14.1.2020	5	2	0	11881
00087	1	14.1.2020	5	3	0	6013
00087	1	14.1.2020	3	4	0	8416
00087	1	14.1.2020	4	2	0	9896
