VPID	SESSID	DATE	RESP	CRESP	ACC	RESPT
00045	1	17.12.2019	3	3	1	3362
00045	1	17.12.2019	5	5	1	4360
00045	1	17.12.2019	2	2	1	2640
00045	1	17.12.2019	4	4	1	2568
00045	1	17.12.2019	1	1	1	1792
00045	1	17.12.2019	4	4	1	3608
00045	1	17.12.2019	3	3	1	3200
00045	1	17.12.2019	3	3	1	2296
00045	1	17.12.2019	4	4	1	3053
00045	1	17.12.2019	3	3	1	3600
00045	1	17.12.2019	1	1	1	2264
00045	1	17.12.2019	1	1	1	1096
00045	1	17.12.2019	4	4	1	3776
00045	1	17.12.2019	4	4	1	3008
00045	1	17.12.2019	1	1	1	2680
00045	1	17.12.2019	1	1	1	1336
00045	1	17.12.2019	5	5	1	3224
00045	1	17.12.2019	2	2	1	3520
00045	1	17.12.2019	2	2	1	3416
00045	1	17.12.2019	4	4	1	3056
00045	1	17.12.2019	4	4	1	3288
00045	1	17.12.2019	3	3	1	3280
00045	1	17.12.2019	4	4	1	2872
00045	1	17.12.2019	4	4	1	2304
00045	1	17.12.2019	3	3	1	2656
00045	1	17.12.2019	1	1	1	2208
00045	1	17.12.2019	0	2	0	2296
00045	1	17.12.2019	0	4	0	0
00045	1	17.12.2019	0	1	0	0
00045	1	17.12.2019	0	3	0	0
00045	1	17.12.2019	0	4	0	0
00045	1	17.12.2019	0	5	0	0
00045	1	17.12.2019	0	4	0	0
00045	1	17.12.2019	0	2	0	0
00045	1	17.12.2019	0	3	0	0
00045	1	17.12.2019	0	4	0	0
00045	1	17.12.2019	0	1	0	0
00045	1	17.12.2019	0	4	0	0
00045	1	17.12.2019	0	2	0	0
00045	1	17.12.2019	0	1	0	0
00045	1	17.12.2019	0	3	0	0
00045	1	17.12.2019	0	5	0	0
00045	1	17.12.2019	0	2	0	0
00045	1	17.12.2019	0	5	0	0
00045	1	17.12.2019	0	1	0	0
00045	1	17.12.2019	0	1	0	0
