block_id,start,noise,steps,p1,p2,p3,p4,p5,p6,depth,Q,action,Q_var,Q_abs,Q_abs_max,Q_diff,a_optim
4,5,0,2,20.0,20.0,-10.0,0.0,-20.0,10.0,1,8.00000011920929,0,70.35062054137417,8.00000011920929,25.999999046325684,5.499998927116394,1
4,5,0,2,20.0,20.0,-10.0,0.0,-20.0,10.0,1,13.499999046325684,1,70.35062054137417,13.499999046325684,25.999999046325684,5.499998927116394,1
4,5,0,2,20.0,20.0,-10.0,0.0,-20.0,10.0,2,25.999999046325684,0,70.35062054137417,25.999999046325684,25.999999046325684,-17.549999952316284,0
4,5,0,2,20.0,20.0,-10.0,0.0,-20.0,10.0,2,8.4499990940094,1,70.35062054137417,8.4499990940094,25.999999046325684,-17.549999952316284,0
5,1,0,2,20.0,20.0,0.0,-20.0,10.0,-10.0,1,17.999999523162842,0,51.86916482011492,17.999999523162842,17.999999523162842,-15.50000011920929,0
5,1,0,2,20.0,20.0,0.0,-20.0,10.0,-10.0,1,2.499999403953552,1,51.86916482011492,2.499999403953552,17.999999523162842,-15.50000011920929,0
5,1,0,2,20.0,20.0,0.0,-20.0,10.0,-10.0,2,15.999999046325684,0,51.86916482011492,15.999999046325684,17.999999523162842,0.39999961853027344,1
5,1,0,2,20.0,20.0,0.0,-20.0,10.0,-10.0,2,16.399998664855957,1,51.86916482011492,16.399998664855957,17.999999523162842,0.39999961853027344,1
6,4,0,2,20.0,0.0,20.0,10.0,0.0,0.0,1,-2.0000000298023224,0,59.66666069626825,2.0000000298023224,11.999999284744264,-1.9999997317790985,0
6,4,0,2,20.0,0.0,20.0,10.0,0.0,0.0,1,-3.999999761581421,1,59.66666069626825,3.999999761581421,11.999999284744264,-1.9999997317790985,0
6,4,0,2,20.0,0.0,20.0,10.0,0.0,0.0,2,-4.000000059604645,0,59.66666069626825,4.000000059604645,11.999999284744264,15.99999934434891,1
6,4,0,2,20.0,0.0,20.0,10.0,0.0,0.0,2,11.999999284744264,1,59.66666069626825,11.999999284744264,11.999999284744264,15.99999934434891,1
7,4,0,2,-20.0,-20.0,20.0,10.0,-10.0,0.0,1,-12.000000476837158,0,76.00350390662818,12.000000476837158,27.075002193450928,5.5000001192092896,1
7,4,0,2,-20.0,-20.0,20.0,10.0,-10.0,0.0,1,-6.500000357627869,1,76.00350390662818,6.500000357627869,27.075002193450928,5.5000001192092896,1
7,4,0,2,-20.0,-20.0,20.0,10.0,-10.0,0.0,2,-14.000000953674316,0,76.00350390662818,14.000000953674316,27.075002193450928,-13.075001239776611,0
