ID,block_id,MeanPD,Q_var,Q_abs_max
00014,1,1.1866190592618453,65.0891555293408,25.999999046325684
00014,2,1.7016280714352976,49.475620784759634,22.5
00014,3,1.195336471683621,131.78916202227336,22.00000047683716
00014,4,1.160503288707115,70.35062054137417,25.999999046325684
00014,5,1.3736988656950309,51.86916482011492,17.999999523162842
00014,6,1.6090478666065071,59.66666069626825,11.999999284744264
00014,7,1.6180830022607275,76.00350390662818,27.075002193450928
00014,8,1.6211402947013425,59.88765026539591,25.999999046325684
00014,9,1.2068734194957995,71.7899977183344,12.000000476837158
00014,10,1.2457611966725153,54.31640267372208,22.00000047683716
00014,11,1.237208501527869,111.8958412284655,24.00000095367432
00014,12,1.6179297314229568,60.39582795898146,25.999999046325684
00014,13,1.2646919452965426,41.95582980901012,8.799999356269836
00014,14,1.2557706687288956,48.33333407839163,15.0
00014,15,1.2224368614633636,74.75000037749628,22.00000047683716
00014,16,1.6088637934962176,40.229167930781934,8.500000238418579
00014,17,1.736106480822842,69.53558022737549,16.2250018119812
00014,18,1.6538816678936787,54.91666255394666,12.000000476837158
00014,19,1.2599456356628955,54.10562167922741,22.00000047683716
00014,20,1.7345730452162504,65.20640070733938,13.99999976158142
00014,21,1.6389990788087614,96.0722718493154,35.999999046325684
00014,22,1.6168928216663154,56.66395316282925,27.00000047683716
00014,23,1.211379218796155,128.03999571164522,22.00000047683716
00014,24,1.6159889291952962,33.88395573462055,7.449999451637268
00014,25,1.6207864400630596,46.345990376273846,16.500000953674316
00014,26,1.5949102325604392,62.000001053015545,20.0
00014,27,1.581653036034811,20.22916677594191,17.5
00014,28,1.28341375368161,118.68228893354556,22.00000047683716
00014,29,1.7800688781436886,19.42057422983152,6.000000238418579
00014,30,1.5741545691516403,30.16666396458953,15.499999523162842
00014,31,1.5744993697689738,27.410157268866957,12.5
00014,32,1.9032406847856964,68.95182290424923,12.000000476837158
00014,33,1.8132619790726725,69.49348073949446,25.999999046325684
00014,34,1.8130382186352323,69.2291593452297,25.999999046325684
00014,35,1.3416384608078995,96.14062386751196,24.00000095367432
00014,36,1.8631783044849384,55.51561960205456,15.999999046325684
00014,37,1.8283861128308176,61.14061852172037,15.999999046325684
00014,38,1.772464971958006,16.43229263524216,6.000000238418579
00014,39,1.8472737720334569,56.43228637054583,15.999999046325684
00014,40,1.7637939723739162,13.118486702442546,19.87499952316284
00014,41,1.859220372016895,54.21223673969525,12.000000476837158
00014,42,1.548384036777774,34.75000067551938,8.00000011920929
00014,43,1.814549101356044,21.015622988343424,14.249999523162842
00014,44,1.8775674862910965,55.999998092651566,12.000000476837158
00014,45,1.8592526143165315,24.749999781449688,8.00000011920929
00014,46,1.7464064286540024,72.56249570846573,22.00000047683716
00014,47,1.8360771077385665,28.390626486390875,12.000000476837158
00014,48,1.8430212526354004,121.368488699198,24.00000095367432
00014,49,1.8047711378161304,64.89061728616585,25.999999046325684
00014,50,1.8237262195970891,68.72395085170885,15.999999046325684
00014,51,1.7697602779837327,138.39660281912498,21.25
00014,52,2.2045164724928323,185.40043187363105,22.00000047683716
00014,53,2.8371970751361366,163.83342737197944,22.99999952316284
00014,54,2.5781951999361628,165.47958645078066,44.00000095367432
00014,55,2.5873378718498863,160.9116680198503,44.00000095367432
00014,56,2.8099533075741783,162.3937359735376,22.99999952316284
00014,57,2.1209950663481143,71.42375513434452,16.000001430511475
00014,58,1.7876939832232892,140.92934072765172,33.999998569488525
00014,59,2.61486092455918,171.24378201962017,56.00000381469727
00014,60,2.652742162987124,55.70440632941533,18.45000028610229
00014,61,2.792994082030054,189.1412817239772,23.999998569488525
00014,62,2.013855539476499,152.3202480635646,17.999999523162842
00014,63,2.4356324772769584,209.86910281356185,26.000001430511475
00014,64,2.553029614040861,151.31342075824855,19.499998092651367
00014,65,2.153066649448592,90.99565377463914,17.925000190734863
00014,66,2.505154826048529,192.673781569006,56.00000381469727
00014,67,1.7567778268875551,145.34769213767976,33.999998569488525
00014,68,1.8744656285061503,131.14509912277418,21.50000095367432
00014,69,2.4991442434175406,96.95104978810322,45.05000114440918
00014,70,2.132821128163487,150.42750950495468,30.522499084472656
00014,71,2.8088254766212777,179.65083317103435,23.999998569488525
00014,72,1.9953768617229073,61.64934520844247,26.000001430511475
00014,73,2.4353575769159943,130.7826126627136,29.50000286102295
00014,74,2.4726946794427933,173.55763705492208,46.00000381469727
00014,75,2.2365434289147377,103.41375741243404,13.949999809265137
00014,76,2.6806982475374883,85.94009499127712,23.999998569488525
00014,77,2.675069655517538,106.30261473556429,16.000001430511475
00014,78,2.742616174869386,92.2562545776371,19.62500095367432
00014,79,2.1965028946095817,31.566669797897717,16.000001430511475
00014,80,2.24794273812395,184.9604017292464,33.999998569488525
00014,81,2.2148857892400136,68.24843659400963,34.00000095367432
00014,82,2.123872399549744,156.10259101068013,33.999998569488525
00014,83,2.687851770651434,29.641665959358463,26.25
00014,84,2.696030312341907,79.46040601084685,23.999998569488525
00014,85,2.7684929895539714,153.3275935915613,33.999998569488525
00014,86,2.4896447161744346,12.61836065053951,12.000000476837158
00014,87,1.8667898781155,91.71041612625156,22.00000047683716
00014,88,2.0995161140611063,153.69999604225185,23.999998569488525
00014,89,2.666952281348196,73.33384907941058,12.000000476837158
00014,90,2.789188450541032,146.79754846338216,33.999998569488525
00014,91,2.211604901837779,88.7749914735562,23.999998569488525
00014,92,2.780958310711005,144.15535920802537,33.999998569488525
00014,93,2.4874569036363643,17.109536891182557,12.000000476837158
00014,94,2.089066811828211,80.44165642162206,23.999998569488525
00014,95,2.830467144312903,58.39374611973809,10.249998569488524
00014,96,2.485972830351792,89.86835653782009,41.50000095367432
00014,97,2.6702345749474685,89.64126498190109,23.999998569488525
00014,98,2.5405172664663667,43.14440361857445,29.00000095367432
00014,99,2.7550546499650057,157.0381378564987,33.999998569488525
00014,100,2.218989478537883,79.48815400600475,37.25000143051148
00017,1,1.812522745355909,65.0891555293408,25.999999046325684
00017,2,1.8976694342137443,49.475620784759634,22.5
00017,3,1.9995046383492847,131.78916202227336,22.00000047683716
00017,4,1.985632442094756,70.35062054137417,25.999999046325684
00017,5,1.997371082121065,51.86916482011492,17.999999523162842
00017,6,1.9892712004141917,59.66666069626825,11.999999284744264
00017,7,1.9854005662861005,76.00350390662818,27.075002193450928
00017,8,1.9854591952876977,59.88765026539591,25.999999046325684
00017,9,1.99724346974563,71.7899977183344,12.000000476837158
00017,10,1.9903070963121767,54.31640267372208,22.00000047683716
00017,11,1.99964386292672,111.8958412284655,24.00000095367432
00017,12,1.9855279587092347,60.39582795898146,25.999999046325684
00017,13,1.9907754207435573,41.95582980901012,8.799999356269836
00017,14,1.998095431719911,48.33333407839163,15.0
00017,15,1.9976608975824053,74.75000037749628,22.00000047683716
00017,16,1.9845510365191867,40.229167930781934,8.500000238418579
00017,17,1.996116711296384,69.53558022737549,16.2250018119812
00017,18,1.9890875270876545,54.91666255394666,12.000000476837158
00017,19,1.9903680673448003,54.10562167922741,22.00000047683716
00017,20,1.997547993178732,65.20640070733938,13.99999976158142
00017,21,1.9904934524366005,96.0722718493154,35.999999046325684
00017,22,1.9893978724621928,56.66395316282925,27.00000047683716
00017,23,1.9995024780111637,128.03999571164522,22.00000047683716
00017,24,1.990468524775172,33.88395573462055,7.449999451637268
00017,25,1.989907784466154,46.345990376273846,16.500000953674316
00017,26,1.5612131882369138,62.000001053015545,20.0
00017,27,1.4463074880447695,20.22916677594191,17.5
00017,28,1.9732046566601624,118.68228893354556,22.00000047683716
00017,29,1.7707929747631557,19.42057422983152,6.000000238418579
00017,30,1.9222626944856305,30.16666396458953,15.499999523162842
00017,31,1.4920459840826514,27.410157268866957,12.5
00017,32,1.966743497933546,68.95182290424923,12.000000476837158
00017,33,1.806933531266626,69.49348073949446,25.999999046325684
00017,34,1.806871075448804,69.2291593452297,25.999999046325684
00017,35,1.9039930362872717,96.14062386751196,24.00000095367432
00017,36,1.9087770854135837,55.51561960205456,15.999999046325684
00017,37,1.1835575628175723,61.14061852172037,15.999999046325684
00017,38,1.7660704842183257,16.43229263524216,6.000000238418579
00017,39,1.3618300771186351,56.43228637054583,15.999999046325684
00017,40,1.7573384024063752,13.118486702442546,19.87499952316284
00017,41,1.9041276798689024,54.21223673969525,12.000000476837158
00017,42,1.9645591961195172,34.75000067551938,8.00000011920929
00017,43,1.8321888495175995,21.015622988343424,14.249999523162842
00017,44,1.937399364777348,55.999998092651566,12.000000476837158
00017,45,1.5296062614860382,24.749999781449688,8.00000011920929
00017,46,1.7429503920401654,72.56249570846573,22.00000047683716
00017,47,1.892983863954646,28.390626486390875,12.000000476837158
00017,48,1.0650742181988613,121.368488699198,24.00000095367432
00017,49,1.8041183702992123,64.89061728616585,25.999999046325684
00017,50,1.8054167123856852,68.72395085170885,15.999999046325684
00017,51,1.2213850272827311,138.39660281912498,21.25
00017,52,2.965346838883376,185.40043187363105,22.00000047683716
00017,53,1.3988111088362531,163.83342737197944,22.99999952316284
00017,54,1.3723501921446584,165.47958645078066,44.00000095367432
00017,55,2.69459942603301,160.9116680198503,44.00000095367432
00017,56,1.2257430638836695,162.3937359735376,22.99999952316284
00017,57,2.4078817927805045,71.42375513434452,16.000001430511475
00017,58,1.1774647749996576,140.92934072765172,33.999998569488525
00017,59,1.2452579051309838,171.24378201962017,56.00000381469727
00017,60,2.8104191267447565,55.70440632941533,18.45000028610229
00017,61,2.973700625625303,189.1412817239772,23.999998569488525
00017,62,2.994974395263638,152.3202480635646,17.999999523162842
00017,63,2.3837767708502904,209.86910281356185,26.000001430511475
00017,64,2.721281832757578,151.31342075824855,19.499998092651367
00017,65,2.938622354759103,90.99565377463914,17.925000190734863
00017,66,2.5291614432719065,192.673781569006,56.00000381469727
00017,67,2.898174492359358,145.34769213767976,33.999998569488525
00017,68,2.978322927411856,131.14509912277418,21.50000095367432
00017,69,2.708057904919688,96.95104978810322,45.05000114440918
00017,70,2.903958043778715,150.42750950495468,30.522499084472656
00017,71,2.975671035919341,179.65083317103435,23.999998569488525
00017,72,2.5281921848628994,61.64934520844247,26.000001430511475
00017,73,2.3843938377841205,130.7826126627136,29.50000286102295
00017,74,2.416942589406742,173.55763705492208,46.00000381469727
00017,75,2.3761249359236727,103.41375741243404,13.949999809265137
00017,76,1.5821347750812234,85.94009499127712,23.999998569488525
00017,77,2.725337475217898,106.30261473556429,16.000001430511475
00017,78,2.8510301023526363,92.2562545776371,19.62500095367432
00017,79,2.69118590137265,31.566669797897717,16.000001430511475
00017,80,1.7889766886369678,184.9604017292464,33.999998569488525
00017,81,2.902004197877894,68.24843659400963,34.00000095367432
00017,82,2.8521301350306345,156.10259101068013,33.999998569488525
00017,83,1.8484981833211809,29.641665959358463,26.25
00017,84,2.731685261006298,79.46040601084685,23.999998569488525
00017,85,2.854976132548478,153.3275935915613,33.999998569488525
00017,86,2.406170240589637,12.61836065053951,12.000000476837158
00017,87,1.220030811503668,91.71041612625156,22.00000047683716
00017,88,2.967199288244315,153.69999604225185,23.999998569488525
