VPID	SESSID	DATE	RESP	CRESP	ACC	RESPT
00706	1	16.12.2020	3	3	1	2085
00706	1	16.12.2020	5	5	1	3704
00706	1	16.12.2020	2	2	1	2224
00706	1	16.12.2020	4	4	1	2144
00706	1	16.12.2020	1	1	1	1824
00706	1	16.12.2020	4	4	1	1543
00706	1	16.12.2020	2	3	0	4991
00706	1	16.12.2020	3	3	1	2608
00706	1	16.12.2020	4	4	1	2088
00706	1	16.12.2020	3	3	1	1984
00706	1	16.12.2020	1	1	1	1751
00706	1	16.12.2020	1	1	1	1400
00706	1	16.12.2020	4	4	1	1503
00706	1	16.12.2020	4	4	1	1416
00706	1	16.12.2020	1	1	1	1351
00706	1	16.12.2020	1	1	1	1568
00706	1	16.12.2020	5	5	1	2816
00706	1	16.12.2020	2	2	1	2016
00706	1	16.12.2020	2	2	1	2903
00706	1	16.12.2020	4	4	1	3535
00706	1	16.12.2020	4	4	1	1584
00706	1	16.12.2020	3	3	1	2727
00706	1	16.12.2020	4	4	1	1943
00706	1	16.12.2020	4	4	1	2144
00706	1	16.12.2020	3	3	1	3736
00706	1	16.12.2020	1	1	1	3640
00706	1	16.12.2020	2	2	1	3110
00706	1	16.12.2020	4	4	1	3303
00706	1	16.12.2020	1	1	1	3343
00706	1	16.12.2020	3	3	1	1983
00706	1	16.12.2020	0	4	0	2607
00706	1	16.12.2020	0	5	0	0
00706	1	16.12.2020	0	4	0	0
00706	1	16.12.2020	0	2	0	0
00706	1	16.12.2020	0	3	0	0
00706	1	16.12.2020	0	4	0	0
00706	1	16.12.2020	0	1	0	0
00706	1	16.12.2020	0	4	0	0
00706	1	16.12.2020	0	2	0	0
00706	1	16.12.2020	0	1	0	0
00706	1	16.12.2020	0	3	0	0
00706	1	16.12.2020	0	5	0	0
00706	1	16.12.2020	0	2	0	0
00706	1	16.12.2020	0	5	0	0
00706	1	16.12.2020	0	1	0	0
00706	1	16.12.2020	0	1	0	0
