VPID	SESSID	DATE	RESP	CRESP	ACC	RESPT
00318	1	7.12.2020	3	3	1	2188
00318	1	7.12.2020	5	5	1	2416
00318	1	7.12.2020	2	2	1	2104
00318	1	7.12.2020	4	4	1	2127
00318	1	7.12.2020	1	1	1	1832
00318	1	7.12.2020	4	4	1	2015
00318	1	7.12.2020	3	3	1	2415
00318	1	7.12.2020	3	3	1	1856
00318	1	7.12.2020	4	4	1	1566
00318	1	7.12.2020	3	3	1	1505
00318	1	7.12.2020	1	1	1	1638
00318	1	7.12.2020	1	1	1	1424
00318	1	7.12.2020	4	4	1	1951
00318	1	7.12.2020	4	4	1	1328
00318	1	7.12.2020	1	1	1	1431
00318	1	7.12.2020	1	1	1	1616
00318	1	7.12.2020	4	5	0	2176
00318	1	7.12.2020	2	2	1	1911
00318	1	7.12.2020	2	2	1	2240
00318	1	7.12.2020	4	4	1	1816
00318	1	7.12.2020	4	4	1	1783
00318	1	7.12.2020	3	3	1	1920
00318	1	7.12.2020	4	4	1	2256
00318	1	7.12.2020	4	4	1	1759
00318	1	7.12.2020	3	3	1	2039
00318	1	7.12.2020	1	1	1	1800
00318	1	7.12.2020	2	2	1	1464
00318	1	7.12.2020	4	4	1	2024
00318	1	7.12.2020	1	1	1	1943
00318	1	7.12.2020	3	3	1	1592
00318	1	7.12.2020	4	4	1	2680
00318	1	7.12.2020	5	5	1	2040
00318	1	7.12.2020	4	4	1	1951
00318	1	7.12.2020	2	2	1	1671
00318	1	7.12.2020	3	3	1	3016
00318	1	7.12.2020	4	4	1	1680
00318	1	7.12.2020	1	1	1	2102
00318	1	7.12.2020	0	4	0	1897
00318	1	7.12.2020	0	2	0	0
00318	1	7.12.2020	0	1	0	0
00318	1	7.12.2020	0	3	0	0
00318	1	7.12.2020	0	5	0	0
00318	1	7.12.2020	0	2	0	0
00318	1	7.12.2020	0	5	0	0
00318	1	7.12.2020	0	1	0	0
00318	1	7.12.2020	0	1	0	0
