VPID	SESSID	DATE	RESP	CRESP	ACC	RESPT
00298	1	31.8.2020	3	3	1	1811
00298	1	31.8.2020	5	5	1	2286
00298	1	31.8.2020	2	2	1	2728
00298	1	31.8.2020	4	4	1	3080
00298	1	31.8.2020	5	1	0	1665
00298	1	31.8.2020	4	4	1	2583
00298	1	31.8.2020	3	3	1	2872
00298	1	31.8.2020	3	3	1	1567
00298	1	31.8.2020	4	4	1	2153
00298	1	31.8.2020	2	3	0	1344
00298	1	31.8.2020	1	1	1	2479
00298	1	31.8.2020	1	1	1	1624
00298	1	31.8.2020	4	4	1	1791
00298	1	31.8.2020	4	4	1	2575
00298	1	31.8.2020	1	1	1	1847
00298	1	31.8.2020	1	1	1	1297
00298	1	31.8.2020	5	5	1	2343
00298	1	31.8.2020	2	2	1	1760
00298	1	31.8.2020	2	2	1	2879
00298	1	31.8.2020	4	4	1	2129
00298	1	31.8.2020	4	4	1	1776
00298	1	31.8.2020	2	3	0	2335
00298	1	31.8.2020	4	4	1	2199
00298	1	31.8.2020	4	4	1	1585
00298	1	31.8.2020	3	3	1	2734
00298	1	31.8.2020	1	1	1	1777
00298	1	31.8.2020	2	2	1	3110
00298	1	31.8.2020	4	4	1	3385
00298	1	31.8.2020	1	1	1	2303
00298	1	31.8.2020	3	3	1	2023
00298	1	31.8.2020	4	4	1	1889
00298	1	31.8.2020	5	5	1	2728
00298	1	31.8.2020	4	4	1	2376
00298	1	31.8.2020	0	2	0	2158
00298	1	31.8.2020	0	3	0	0
00298	1	31.8.2020	0	4	0	0
00298	1	31.8.2020	0	1	0	0
00298	1	31.8.2020	0	4	0	0
00298	1	31.8.2020	0	2	0	0
00298	1	31.8.2020	0	1	0	0
00298	1	31.8.2020	0	3	0	0
00298	1	31.8.2020	0	5	0	0
00298	1	31.8.2020	0	2	0	0
00298	1	31.8.2020	0	5	0	0
00298	1	31.8.2020	0	1	0	0
00298	1	31.8.2020	0	1	0	0
